PMX Bone Weight
2.114453,14.81841,0.5165308,-0.4386626,-0.6565187,-0.6136433,左腕捩2,左腕捩3,,,0.99,0.00999999,0,0,False,0,0,0,0,0,0,0,0,0
2.20787,14.94089,0.3989068,-0.03404558,-0.1633346,-0.985983,左腕捩2,左腕捩3,,,0.99,0.00999999,0,0,False,0,0,0,0,0,0,0,0,0
1.848927,15.2247,0.3612358,-0.1234101,-0.2307844,-0.9651468,左腕捩1,左腕捩2,,,0.85,0.15,0,0,False,0,0,0,0,0,0,0,0,0
1.728233,15.10069,0.4837844,-0.4437547,-0.6228693,-0.6442947,左腕捩1,左腕捩2,,,0.89,0.11,0,0,False,0,0,0,0,0,0,0,0,0
1.791239,15.78881,0.7128595,0.6957427,0.7182452,0.008117508,左腕捩1,左腕,,,0.72,0.28,0,0,False,0,0,0,0,0,0,0,0,0
2.077112,15.53995,0.7403625,0.6461828,0.7631097,0.01054877,左腕捩1,左腕捩2,,,0.87,0.13,0,0,False,0,0,0,0,0,0,0,0,0
1.757937,15.7333,0.9183686,0.5447954,0.6106485,0.5747228,左腕捩1,左腕,,,0.72,0.28,0,0,False,0,0,0,0,0,0,0,0,0
2.045938,15.47861,0.940556,0.5012363,0.6541619,0.5664224,左腕捩1,左腕捩2,,,0.85,0.15,0,0,False,0,0,0,0,0,0,0,0,0
1.752669,15.74057,0.5029751,0.6032209,0.5965964,-0.5293366,左腕捩1,左腕,,,0.72,0.28,0,0,False,0,0,0,0,0,0,0,0,0
2.047089,15.47713,0.5227872,0.5509043,0.6564423,-0.5153521,左腕捩1,左腕捩2,,,0.85,0.15,0,0,False,0,0,0,0,0,0,0,0,0
1.796858,15.18093,1.048465,-0.2625566,-0.3421974,0.9021999,左腕捩1,左腕捩2,,,0.88,0.12,0,0,False,0,0,0,0,0,0,0,0,0
2.167861,14.90178,1.050724,-0.1509427,-0.2107874,0.9658078,左腕捩2,左腕捩1,,,0.99,0.00999999,0,0,False,0,0,0,0,0,0,0,0,0
2.046445,14.77783,0.8931968,-0.5250805,-0.7362816,0.4268252,左腕捩2,左腕捩1,,,0.96,0.04000002,0,0,False,0,0,0,0,0,0,0,0,0
1.673044,15.03992,0.8971203,-0.5532743,-0.7029492,0.446934,左腕捩1,左腕捩2,,,0.91,0.09000003,0,0,False,0,0,0,0,0,0,0,0,0
1.650773,15.64426,0.3761344,0.2944924,0.2410777,-0.9247463,左腕捩1,左腕,,,0.72,0.28,0,0,False,0,0,0,0,0,0,0,0,0
1.966947,15.36663,0.382963,0.2917146,0.2998654,-0.9082858,左腕捩1,左腕捩2,,,0.84,0.16,0,0,False,0,0,0,0,0,0,0,0,0
2.412668,15.20771,0.5295143,0.4950482,0.6267836,-0.6017221,左腕捩2,左腕捩3,,,0.99,0.00999999,0,0,False,0,0,0,0,0,0,0,0,0
2.444392,15.25099,0.7265136,0.6022481,0.7982262,-0.01149256,左腕捩2,左腕捩3,,,0.99,0.00999999,0,0,False,0,0,0,0,0,0,0,0,0
2.323234,15.09289,0.4120247,0.2698917,0.2526325,-0.9291582,左腕捩2,左腕捩3,,,0.99,0.00999999,0,0,False,0,0,0,0,0,0,0,0,0
2.421947,15.21434,0.9384329,0.4856565,0.6866579,0.5409608,左腕捩2,左腕捩3,,,0.98,0.01999998,0,0,False,0,0,0,0,0,0,0,0,0
1.666205,15.04096,0.7022154,-0.5809077,-0.7963862,-0.1682707,左腕捩1,左腕捩2,,,0.92,0.07999998,0,0,False,0,0,0,0,0,0,0,0,0
2.063081,14.75873,0.6947774,-0.5712215,-0.7982208,-0.1911798,左腕捩2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.666205,15.04096,0.7022151,-0.5809078,-0.7963862,-0.1682705,左腕捩1,左腕捩2,,,0.92,0.07999998,0,0,False,0,0,0,0,0,0,0,0,0
2.063081,14.75873,0.6947774,-0.5712215,-0.7982208,-0.1911798,左腕捩2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.949468,15.35541,1.062247,0.1758455,0.2161097,0.9604033,左腕捩1,左腕捩2,,,0.86,0.14,0,0,False,0,0,0,0,0,0,0,0,0
2.330753,15.08991,1.050272,0.2545105,0.333466,0.907758,左腕捩2,左腕捩3,,,0.98,0.01999998,0,0,False,0,0,0,0,0,0,0,0,0
1.332747,15.30667,0.7052125,-0.5844968,-0.8113743,-0.005928944,左腕捩1,左腕,,,0.68,0.32,0,0,False,0,0,0,0,0,0,0,0,0
1.32959,15.32507,0.8893319,-0.5069021,-0.773533,0.3803904,左腕捩1,左腕,,,0.68,0.32,0,0,False,0,0,0,0,0,0,0,0,0
1.475224,15.4728,1.054518,-0.183684,-0.3186187,0.9299151,左腕捩1,左腕,,,0.68,0.32,0,0,False,0,0,0,0,0,0,0,0,0
1.512195,15.50002,0.3563331,-0.1227144,-0.2953169,-0.9474856,左腕捩1,左腕,,,0.68,0.32,0,0,False,0,0,0,0,0,0,0,0,0
1.388205,15.38543,0.4643275,-0.3041619,-0.645453,-0.7006254,左腕捩1,左腕,,,0.68,0.32,0,0,False,0,0,0,0,0,0,0,0,0
1.340196,15.31395,0.5979979,-0.507969,-0.8127351,-0.2853576,左腕捩1,左腕,,,0.68,0.32,0,0,False,0,0,0,0,0,0,0,0,0
1.332747,15.30667,0.7052128,-0.5844968,-0.8113743,-0.005929084,左腕捩1,左腕,,,0.68,0.32,0,0,False,0,0,0,0,0,0,0,0,0
1.653794,15.64426,1.04953,0.2465302,0.2451162,0.937625,左腕捩1,左腕,,,0.72,0.28,0,0,False,0,0,0,0,0,0,0,0,0
1.186194,15.8587,0.3030396,0.08493362,0.01253684,-0.9963076,左腕,左肩,,,0.64,0.36,0,0,False,0,0,0,0,0,0,0,0,0
