PMX Bone Weight
1.552977,14.25384,0.1475306,0.2676839,0.9308832,0.2485995,yq_0_5,yq_0_6,,,0.7448065,0.2551935,0,0,False,0,0,0,0,0,0,0,0,0
1.544655,14.27563,0.2722443,0.1860163,0.9645206,0.1873446,yq_0_5,yq_0_6,,,0.5735198,0.4264802,0,0,False,0,0,0,0,0,0,0,0,0
1.690284,14.17933,0.1843445,0.6361033,0.7688518,0.06511152,yq_0_5,yq_0_6,,,0.8073018,0.1926982,0,0,False,0,0,0,0,0,0,0,0,0
1.661964,14.17126,0.08729878,0.5788254,0.7814045,-0.2331698,yq_0_5,yq_0_6,,,0.909888,0.09011197,0,0,False,0,0,0,0,0,0,0,0,0
1.171454,14.54379,0.3948139,0.3791285,0.5293319,0.7589923,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.075956,14.70451,0.3425157,0.489201,0.4784097,0.7292506,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9553355,14.39004,0.5784965,0.2602009,0.5107546,0.8194052,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.091738,14.29445,0.6045205,0.1981568,0.5135252,0.834881,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
2.834052,9.969491,1.83697,0.2648337,0.5727721,0.7757545,yq_3_6,yq_3_5,,,0.5212081,0.4787919,0,0,False,0,0,0,0,0,0,0,0,0
2.805664,10.53338,1.442878,0.5240338,0.2875487,0.8016884,yq_3_5,yq_3_6,,,0.7187183,0.2812817,0,0,False,0,0,0,0,0,0,0,0,0
2.757874,9.97071,1.846128,0.55936,0.4920716,0.6670691,yq_3_6,yq_3_5,,,0.5719289,0.4280711,0,0,False,0,0,0,0,0,0,0,0,0
1.520559,12.31308,1.332016,0.372268,0.470353,0.8001151,yq_1_7,yq_1_6,,,0.8879046,0.1120954,0,0,False,0,0,0,0,0,0,0,0,0
1.673875,12.31328,1.254775,0.4929653,0.4818112,0.7244605,yq_1_7,yq_1_6,,,0.5811798,0.4188202,0,0,False,0,0,0,0,0,0,0,0,0
1.5458,12.63921,1.112821,0.3345935,0.3269597,0.8838238,yq_1_6,yq_1_7,,,0.5468634,0.4531366,0,0,False,0,0,0,0,0,0,0,0,0
1.335966,12.89939,1.07354,-0.03600154,0.3830252,0.923036,yq_1_7,yq_1_6,,,0.5777456,0.4222544,0,0,False,0,0,0,0,0,0,0,0,0
1.716645,11.25045,1.857917,-0.1972177,0.421609,0.8850709,yq_2_7,yq_2_6,,,0.7563207,0.2436793,0,0,False,0,0,0,0,0,0,0,0,0
1.657772,11.66122,1.552357,-0.4721359,0.4205344,0.7747505,yq_2_6,yq_2_7,,,0.5566663,0.4433337,0,0,False,0,0,0,0,0,0,0,0,0
1.554962,11.25717,1.875616,-0.1921927,0.6273694,0.754632,yq_2_7,yq_2_6,,,0.9936798,0.006320179,0,0,False,0,0,0,0,0,0,0,0,0
1.200541,14.93445,0.09699867,0.7153493,0.4497656,0.5347768,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.276207,14.77355,0.1318716,0.8478692,0.2229922,0.4810324,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.362316,14.92633,-0.1734508,0.8939101,0.3084372,0.3252554,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.289536,15.07099,-0.1941731,0.8353261,0.4679351,0.2885612,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
2.589822,10.21182,1.894218,0.6604394,0.4739698,0.5823855,yq_3_6,yq_3_5,,,0.679967,0.320033,0,0,False,0,0,0,0,0,0,0,0,0
2.339463,10.05347,2.211893,0.4562211,0.5616023,0.6902645,yq_3_6,yq_3_7,,,0.8367698,0.1632302,0,0,False,0,0,0,0,0,0,0,0,0
2.6062,10.0091,2.060344,0.6935893,0.4550358,0.5584582,yq_3_6,yq_3_5,,,0.7756764,0.2243236,0,0,False,0,0,0,0,0,0,0,0,0
2.599178,10.25318,1.937785,0.6035458,0.4751008,0.6403214,yq_3_6,yq_3_5,,,0.6945317,0.3054683,0,0,False,0,0,0,0,0,0,0,0,0
2.324712,10.2866,2.150388,0.5338893,0.476701,0.6983683,yq_3_6,yq_3_5,,,0.9717642,0.02823579,0,0,False,0,0,0,0,0,0,0,0,0
2.358452,10.10289,2.247076,0.5436203,0.4669272,0.6974639,yq_3_6,yq_3_7,,,0.85928,0.14072,0,0,False,0,0,0,0,0,0,0,0,0
2.874349,9.64772,2.066409,0.2712635,0.5769783,0.7703979,yq_4_6,yq_4_5,,,0.5455202,0.4544798,0,0,False,0,0,0,0,0,0,0,0,0
2.773684,9.646577,2.076781,0.1318136,0.5654191,0.8142028,yq_3_6,yq_3_5,,,0.7123706,0.2876294,0,0,False,0,0,0,0,0,0,0,0,0
2.794683,9.384439,2.25094,0.05494941,0.5562943,0.8291665,yq_4_6,yq_4_5,,,0.6824263,0.3175737,0,0,False,0,0,0,0,0,0,0,0,0
